CustomerID,total_sales,unique_products,number_of_invoices,purchase_days,cancelled_invoices,cancellation_value,net_sales,average_order_value,total_invoice_activity,cancellation_rate
15838,32685.58,54,18,14,1,11.52,32674.06,1815.8655555555556,19,0.05263157894736842
14665,1835.7,63,5,4,2,577.32,1258.38,367.14,7,0.2857142857142857
14457,113.64,4,1,1,0,0.0,113.64,113.64,1,0.0
17863,2775.28,101,5,5,0,0.0,2775.28,555.056,5,0.0
15589,478.53000000000003,28,3,2,1,21.95,456.58,159.51000000000002,4,0.25
14411,1063.0,14,1,1,0,0.0,1063.0,1063.0,1,0.0
17560,854.95,22,5,5,0,0.0,854.95,170.99,5,0.0
15226,154.41,8,1,1,0,0.0,154.41,154.41,1,0.0
14460,434.34,14,3,3,1,51.0,383.34,144.78,4,0.25
16156,3092.04,108,9,9,4,97.41999999999999,2994.62,343.56,13,0.3076923076923077
13728,1016.14,38,6,6,0,0.0,1016.14,169.35666666666665,6,0.0
14127,709.71,39,3,3,0,0.0,709.71,236.57000000000002,3,0.0
16378,362.95,22,3,3,0,0.0,362.95,120.98333333333333,3,0.0
13894,564.62,25,3,2,2,28.65,535.97,188.20666666666668,5,0.4
13824,1698.94,34,5,5,0,0.0,1698.94,339.788,5,0.0
18250,349.27,21,1,1,1,6.35,342.92,349.27,2,0.5
15270,2379.49,22,7,5,2,81.28999999999999,2298.2,339.9271428571428,9,0.2222222222222222
14188,2054.36,34,6,6,4,35.45,2018.91,342.3933333333334,10,0.4
18017,523.0,1,3,3,0,0.0,523.0,174.33333333333334,3,0.0
17912,21.6,2,1,1,0,0.0,21.6,21.6,1,0.0
15421,950.36,40,4,3,0,0.0,950.36,237.59,4,0.0
17446,120.9,6,2,2,0,0.0,120.9,60.45,2,0.0
16717,3535.83,167,5,5,3,580.02,2955.81,707.1659999999999,8,0.375
14443,1116.7,70,3,3,1,3.75,1112.95,372.23333333333335,4,0.25
14798,173.74,11,3,3,0,0.0,173.74,57.913333333333334,3,0.0
12990,409.5,8,3,3,0,0.0,409.5,136.5,3,0.0
17223,124.05,18,1,1,0,0.0,124.05,124.05,1,0.0
16992,1614.31,84,5,5,1,12.45,1601.8600000000001,322.86199999999997,6,0.16666666666666666
17337,1981.06,421,4,4,3,83.55000000000001,1897.51,495.265,7,0.42857142857142855
16405,167.25,3,2,2,0,0.0,167.25,83.625,2,0.0
17071,2429.03,102,9,8,5,43.55,2385.48,269.89222222222224,14,0.35714285714285715
13873,389.6,21,3,3,1,7.9,381.7,129.86666666666667,4,0.25
17362,312.23,30,2,2,0,0.0,312.23,156.115,2,0.0
13394,2520.02,124,8,8,2,207.22,2312.8,315.0025,10,0.2
16333,26626.8,9,22,13,0,0.0,26626.8,1210.3090909090909,22,0.0
16030,331.24,28,1,1,0,0.0,331.24,331.24,1,0.0
14044,646.42,165,4,4,0,0.0,646.42,161.605,4,0.0
16684,63540.16,116,24,13,3,761.48,62778.68,2647.5066666666667,27,0.1111111111111111
13800,558.32,33,1,1,0,0.0,558.32,558.32,1,0.0
17672,3178.17,105,2,2,2,71.55,3106.62,1589.085,4,0.5
18178,1290.16,70,3,3,2,17.4,1272.76,430.05333333333334,5,0.4
17214,888.07,71,5,5,1,85.0,803.07,177.614,6,0.16666666666666666
13581,118.0,10,1,1,0,0.0,118.0,118.0,1,0.0
14540,952.66,64,3,3,0,0.0,952.66,317.55333333333334,3,0.0
13539,631.34,35,3,3,1,25.5,605.84,210.4466666666667,4,0.25
15885,379.35,18,3,3,0,0.0,379.35,126.45,3,0.0
14497,475.37,29,1,1,1,17.9,457.47,475.37,2,0.5
17507,605.58,79,2,2,0,0.0,605.58,302.79,2,0.0
13208,1217.65,124,6,6,1,18.0,1199.65,202.9416666666667,7,0.14285714285714285
17334,307.02,11,2,2,1,0.42,306.6,153.51,3,0.3333333333333333
13871,6403.25,155,13,12,1,13.450000000000001,6389.8,492.5576923076923,14,0.07142857142857142
16938,2711.6800000000003,212,4,4,1,833.2500000000001,1878.43,677.9200000000001,5,0.2
14466,1892.65,32,6,6,0,0.0,1892.65,315.44166666666666,6,0.0
17929,843.0,4,4,4,1,8.5,834.5,210.75,5,0.2
14778,730.86,34,2,2,0,0.0,730.86,365.43,2,0.0
17517,153.94,11,1,1,0,0.0,153.94,153.94,1,0.0
17226,393.49,21,1,1,0,0.0,393.49,393.49,1,0.0
13137,3603.29,345,8,8,1,45.33,3557.96,450.41125,9,0.1111111111111111
13725,1980.56,95,8,8,3,170.75,1809.81,247.57,11,0.2727272727272727
13309,1456.79,82,5,5,0,0.0,1456.79,291.358,5,0.0
12842,1118.99,34,2,2,0,0.0,1118.99,559.495,2,0.0
16109,611.88,18,2,2,0,0.0,611.88,305.94,2,0.0
17291,550.8000000000001,1,1,1,0,0.0,550.8000000000001,550.8000000000001,1,0.0
15090,381.32,23,1,1,0,0.0,381.32,381.32,1,0.0
15199,1268.7,5,4,4,0,0.0,1268.7,317.175,4,0.0
13911,2580.91,120,9,9,0,0.0,2580.91,286.7677777777778,9,0.0
14194,11349.52,269,21,15,11,132.77,11216.75,540.4533333333334,32,0.34375
14842,2824.69,128,4,4,4,367.88999999999993,2456.8,706.1725,8,0.5
17293,1507.92,87,8,7,0,0.0,1507.92,188.49,8,0.0
16456,1370.78,75,4,4,0,0.0,1370.78,342.695,4,0.0
17392,145.5,13,1,1,0,0.0,145.5,145.5,1,0.0
13584,142.4,24,1,1,0,0.0,142.4,142.4,1,0.0
17105,665.78,80,2,2,0,0.0,665.78,332.89,2,0.0
14438,131.9,9,1,1,0,0.0,131.9,131.9,1,0.0
12956,108.07,19,1,1,0,0.0,108.07,108.07,1,0.0
15781,345.46,20,3,3,1,11.9,333.56,115.15333333333332,4,0.25
14410,1100.27,153,9,7,6,526.8199999999999,573.45,122.25222222222222,15,0.4
14600,393.33000000000004,25,1,1,0,0.0,393.33000000000004,393.33000000000004,1,0.0
14952,7413.33,112,10,7,3,83.7,7329.63,741.333,13,0.23076923076923078
17302,1135.63,68,5,5,1,15.7,1119.93,227.12600000000003,6,0.16666666666666666
16686,2608.75,370,6,6,1,14.4,2594.35,434.7916666666667,7,0.14285714285714285
17613,4544.55,211,14,11,3,49.78,4494.77,324.6107142857143,17,0.17647058823529413
13334,3502.32,207,3,3,0,0.0,3502.32,1167.44,3,0.0
17692,397.68,13,3,3,1,7.5,390.18,132.56,4,0.25
13955,322.96,33,2,2,0,0.0,322.96,161.48,2,0.0
17162,1715.46,81,10,6,1,8.25,1707.21,171.546,11,0.09090909090909091
17774,1213.73,123,4,4,1,9.95,1203.78,303.4325,5,0.2
15407,1046.74,142,4,4,0,0.0,1046.74,261.685,4,0.0
15577,258.88,39,3,2,0,0.0,258.88,86.29333333333334,3,0.0
16332,1582.8,125,7,7,1,10.0,1572.8,226.1142857142857,8,0.125
18225,5474.96,149,11,11,4,116.30000000000001,5358.66,497.7236363636364,15,0.26666666666666666
14048,409.93,83,1,1,1,34.8,375.13,409.93,2,0.5
16945,4065.65,134,18,12,0,0.0,4065.65,225.86944444444444,18,0.0
18102,231822.69,145,56,24,2,3218.81,228603.88,4139.690892857143,58,0.034482758620689655
14293,681.64,41,3,3,0,0.0,681.64,227.21333333333334,3,0.0
14030,1682.34,183,6,6,0,0.0,1682.34,280.39,6,0.0
14475,925.85,35,3,3,3,126.03,799.82,308.6166666666667,6,0.5
17859,141.92000000000002,23,1,1,0,0.0,141.92000000000002,141.92000000000002,1,0.0
16458,3288.84,48,17,17,0,0.0,3288.84,193.46117647058824,17,0.0
16265,4606.19,145,7,7,2,23.85,4582.34,658.0271428571428,9,0.2222222222222222
16553,4110.38,50,10,5,1,51.0,4059.38,411.038,11,0.09090909090909091
16037,554.5600000000001,24,2,2,0,0.0,554.5600000000001,277.28000000000003,2,0.0
15753,79.2,1,1,1,0,0.0,79.2,79.2,1,0.0
17655,1962.8400000000001,58,6,6,0,0.0,1962.8400000000001,327.14000000000004,6,0.0
16713,6152.24,304,13,13,4,62.05,6090.19,473.24923076923073,17,0.23529411764705882
14562,5006.77,187,18,17,4,330.15,4676.62,278.1538888888889,22,0.18181818181818182
16951,1277.75,73,3,3,1,15.0,1262.75,425.9166666666667,4,0.25
16998,295.0,1,4,3,2,7.98,287.02000000000004,73.75,6,0.3333333333333333
13133,109.8,7,2,2,0,0.0,109.8,54.9,2,0.0
17881,133.35000000000002,8,1,1,0,0.0,133.35000000000002,133.35000000000002,1,0.0
15843,118.95000000000002,8,1,1,0,0.0,118.95000000000002,118.95000000000002,1,0.0
17083,1405.78,24,3,3,0,0.0,1405.78,468.5933333333333,3,0.0
15970,314.1,11,1,1,0,0.0,314.1,314.1,1,0.0
13590,1981.92,70,6,6,1,5.800000000000001,1976.12,330.32,7,0.14285714285714285
17537,887.67,74,2,2,0,0.0,887.67,443.835,2,0.0
16143,1613.5900000000001,61,4,4,0,0.0,1613.5900000000001,403.39750000000004,4,0.0
17412,810.3,33,5,5,0,0.0,810.3,162.06,5,0.0
16607,2692.89,134,12,12,1,14.040000000000001,2678.85,224.4075,13,0.07692307692307693
17843,205.48,36,1,1,0,0.0,205.48,205.48,1,0.0
17358,119.15,17,1,1,0,0.0,119.15,119.15,1,0.0
13706,330.79,20,1,1,0,0.0,330.79,330.79,1,0.0
17940,4020.04,6,10,9,4,2122.8599999999997,1897.18,402.004,14,0.2857142857142857
17686,5739.46,205,7,5,0,0.0,5739.46,819.9228571428572,7,0.0
14431,470.36,17,1,1,1,47.1,423.26,470.36,2,0.5
15809,515.77,31,5,5,1,116.56,399.21,103.154,6,0.16666666666666666
17377,3273.2400000000002,181,17,17,0,0.0,3273.2400000000002,192.54352941176472,17,0.0
14465,1038.44,107,3,2,0,0.0,1038.44,346.1466666666667,3,0.0
18093,2106.52,31,4,4,1,23.1,2083.42,526.63,5,0.2
16027,934.62,11,6,6,1,82.5,852.12,155.77,7,0.14285714285714285
12857,1106.4,37,2,2,0,0.0,1106.4,553.2,2,0.0
18230,2810.2000000000003,32,7,7,1,12.600000000000001,2797.6000000000004,401.4571428571429,8,0.125
18168,710.1,77,4,4,1,11.4,698.7,177.525,5,0.2
16425,302.7,21,1,1,0,0.0,302.7,302.7,1,0.0
17850,0.0,0,0,0,1,87.73000000000002,-87.73,0.0,1,1.0
16711,1436.83,17,4,4,0,0.0,1436.83,359.2075,4,0.0
16842,1264.19,45,3,3,1,3.75,1260.44,421.3966666666667,4,0.25
14081,498.1,78,1,1,2,29.849999999999998,468.25,498.1,3,0.6666666666666666
12931,41878.96,28,13,11,5,8593.150000000001,33285.81,3221.4584615384615,18,0.2777777777777778
15796,2708.61,70,8,8,2,44.95,2663.6600000000003,338.57625,10,0.2
12967,0.0,0,0,0,2,466.15000000000003,-466.15,0.0,2,1.0
14555,312.54,18,2,2,0,0.0,312.54,156.27,2,0.0
17790,1564.75,119,9,9,0,0.0,1564.75,173.86111111111111,9,0.0
15114,2760.56,136,10,10,0,0.0,2760.56,276.056,10,0.0
17809,4160.41,37,9,8,3,784.29,3376.12,462.2677777777778,12,0.25
15544,3192.17,117,8,8,2,4.199999999999999,3187.97,399.02125,10,0.2
15133,982.42,27,3,3,0,0.0,982.42,327.4733333333333,3,0.0
17705,1823.52,63,9,9,1,42.400000000000006,1781.12,202.61333333333334,10,0.1
18087,4055.7199999999993,2,2,2,2,285.6,3770.1199999999994,2027.8599999999997,4,0.5
17924,2683.5,25,6,4,4,36.42,2647.08,447.25,10,0.4
12897,216.5,3,2,2,0,0.0,216.5,108.25,2,0.0
17512,2924.9900000000002,61,10,10,1,4.95,2920.04,292.499,11,0.09090909090909091
15550,575.63,43,4,4,0,0.0,575.63,143.9075,4,0.0
13021,2459.03,100,8,7,2,11.7,2447.33,307.37875,10,0.2
14676,2548.2400000000002,29,6,6,2,5.0,2543.2400000000002,424.7066666666667,8,0.25
12913,2066.01,36,4,4,0,0.0,2066.01,516.5025,4,0.0
18159,530.15,23,1,1,0,0.0,530.15,530.15,1,0.0
14304,383.45,17,1,1,1,186.35000000000002,197.1,383.45,2,0.5
15299,2672.0,4,4,3,4,719.92,1952.08,668.0,8,0.5
15638,0.0,0,0,0,1,94.0,-94.0,0.0,1,1.0
12943,0.0,0,0,0,1,3.75,-3.75,0.0,1,1.0
13875,1786.79,79,5,5,0,0.0,1786.79,357.358,5,0.0
15856,12862.33,279,24,18,3,184.2,12678.130000000001,535.9304166666667,27,0.1111111111111111
15406,510.71000000000004,51,2,2,2,84.1,426.61,255.35500000000002,4,0.5
18084,90.47999999999999,1,1,1,1,2.95,87.52999999999999,90.47999999999999,2,0.5
17282,1685.46,79,3,3,0,0.0,1685.46,561.82,3,0.0
17126,787.5,149,4,2,1,2.95,784.55,196.875,5,0.2
16434,1511.8,88,7,7,0,0.0,1511.8,215.97142857142856,7,0.0
17050,3185.64,169,6,6,0,0.0,3185.64,530.9399999999999,6,0.0
17085,826.21,74,3,3,0,0.0,826.21,275.40333333333336,3,0.0
17454,351.68,49,3,3,0,0.0,351.68,117.22666666666667,3,0.0
13171,468.41,37,3,3,2,41.6,426.81,156.13666666666668,5,0.4
17472,697.54,142,3,3,0,0.0,697.54,232.51333333333332,3,0.0
17255,291.48,69,2,2,0,0.0,291.48,145.74,2,0.0
16084,436.18,38,1,1,0,0.0,436.18,436.18,1,0.0
17667,2055.51,85,5,4,0,0.0,2055.51,411.10200000000003,5,0.0
17937,2147.34,14,5,5,0,0.0,2147.34,429.468,5,0.0
14631,1006.98,38,3,3,0,0.0,1006.98,335.66,3,0.0
16098,1575.03,28,6,6,0,0.0,1575.03,262.505,6,0.0
13381,3639.31,77,6,6,1,12.5,3626.81,606.5516666666666,7,0.14285714285714285
12963,1490.83,64,7,6,1,15.6,1475.23,212.97571428571428,8,0.125
15236,321.05,15,1,1,0,0.0,321.05,321.05,1,0.0
17659,2639.51,119,10,10,2,44.709999999999994,2594.8,263.951,12,0.16666666666666666
17346,2387.54,278,13,12,1,64.98,2322.56,183.65692307692308,14,0.07142857142857142
13475,1431.78,64,4,4,0,0.0,1431.78,357.945,4,0.0
13717,1445.01,92,6,6,1,12.75,1432.26,240.835,7,0.14285714285714285
13157,1741.22,69,4,4,1,19.65,1721.57,435.305,5,0.2
14644,830.76,26,2,2,2,50.3,780.46,415.38,4,0.5
12993,414.76,26,4,4,0,0.0,414.76,103.69,4,0.0
17571,1425.67,247,4,4,0,0.0,1425.67,356.4175,4,0.0
12867,3646.55,219,6,6,2,42.35000000000001,3604.2,607.7583333333333,8,0.25
16979,1852.0,64,6,6,2,42.95,1809.05,308.6666666666667,8,0.25
16738,3.75,1,1,1,0,0.0,3.75,3.75,1,0.0
15122,1633.78,65,3,3,3,21.650000000000002,1612.13,544.5933333333334,6,0.5
13848,935.0,3,2,2,0,0.0,935.0,467.5,2,0.0
17612,2048.45,116,6,6,4,55.69,1992.76,341.4083333333333,10,0.4
15811,1779.82,103,4,4,3,47.3,1732.52,444.955,7,0.42857142857142855
17348,1156.6,180,5,5,0,0.0,1156.6,231.32,5,0.0
13893,821.1,21,1,1,0,0.0,821.1,821.1,1,0.0
13941,4017.84,20,4,4,1,124.95,3892.8900000000003,1004.46,5,0.2
14035,1428.02,41,5,5,0,0.0,1428.02,285.604,5,0.0
13623,727.74,75,5,5,2,75.33999999999999,652.4,145.548,7,0.2857142857142857
14346,1021.58,55,2,2,0,0.0,1021.58,510.79,2,0.0
16431,623.28,51,3,2,0,0.0,623.28,207.76,3,0.0
16317,1341.65,64,3,3,0,0.0,1341.65,447.2166666666667,3,0.0
14825,1824.5800000000002,71,10,10,0,0.0,1824.5800000000002,182.45800000000003,10,0.0
16073,122.39999999999999,1,1,1,1,28.049999999999997,94.35,122.39999999999999,2,0.5
14477,1309.6,7,4,4,1,1.79,1307.81,327.4,5,0.2
17819,2724.75,26,5,5,1,43.8,2680.95,544.95,6,0.16666666666666666
14760,89.2,5,1,1,1,35.400000000000006,53.8,89.2,2,0.5
17530,2066.48,268,9,8,0,0.0,2066.48,229.60888888888888,9,0.0
13880,3121.97,122,12,9,0,0.0,3121.97,260.16416666666663,12,0.0
14897,1366.38,43,4,4,0,0.0,1366.38,341.595,4,0.0
15810,1391.98,66,4,4,3,246.54999999999998,1145.43,347.995,7,0.42857142857142855
16509,363.7,13,1,1,0,0.0,363.7,363.7,1,0.0
14386,142.4,7,1,1,0,0.0,142.4,142.4,1,0.0
17567,3813.5299999999997,98,7,7,2,318.91999999999996,3494.61,544.79,9,0.2222222222222222
14530,2862.11,140,6,6,0,0.0,2862.11,477.0183333333334,6,0.0
15670,173.05,12,1,1,0,0.0,173.05,173.05,1,0.0
16126,6287.77,57,4,4,0,0.0,6287.77,1571.9425,4,0.0
15759,155.8,2,2,2,0,0.0,155.8,77.9,2,0.0
15024,1145.21,78,8,6,0,0.0,1145.21,143.15125,8,0.0
14609,601.56,2,4,4,0,0.0,601.56,150.39,4,0.0
15356,2379.11,172,8,8,0,0.0,2379.11,297.38875,8,0.0
13414,1390.5,23,3,3,0,0.0,1390.5,463.5,3,0.0
12823,1759.5,1,5,5,0,0.0,1759.5,351.9,5,0.0
14944,5900.25,101,12,7,1,17.700000000000003,5882.55,491.6875,13,0.07692307692307693
16494,826.53,47,1,1,0,0.0,826.53,826.53,1,0.0
14959,695.42,37,4,4,1,10.45,684.97,173.855,5,0.2
16148,76.32000000000001,1,1,1,0,0.0,76.32000000000001,76.32000000000001,1,0.0
18219,1679.71,48,8,7,1,50.0,1629.71,209.96375,9,0.1111111111111111
17422,1979.37,93,6,6,4,126.24000000000001,1853.1299999999999,329.895,10,0.4
17175,1443.69,42,4,4,1,12.75,1430.94,360.9225,5,0.2
18257,2337.63,97,8,7,4,72.25000000000001,2265.38,292.20375,12,0.3333333333333333
17857,25538.34,18,21,18,2,115.69999999999999,25422.64,1216.1114285714286,23,0.08695652173913043
14107,2339.9900000000002,56,6,6,0,0.0,2339.9900000000002,389.9983333333334,6,0.0
13305,1864.66,47,9,9,0,0.0,1864.66,207.18444444444447,9,0.0
13327,2882.77,63,6,6,1,10.2,2872.57,480.46166666666664,7,0.14285714285714285
13018,7277.7,313,28,20,1,4.95,7272.75,259.91785714285714,29,0.034482758620689655
13718,306.55,9,2,2,0,0.0,306.55,153.275,2,0.0
15382,5955.71,193,6,5,2,27.849999999999998,5927.86,992.6183333333333,8,0.25
14754,638.05,38,2,2,0,0.0,638.05,319.025,2,0.0
17865,9446.49,176,18,14,7,367.78,9078.710000000001,524.805,25,0.28
13151,1257.8700000000001,73,1,1,1,7.5,1250.3700000000001,1257.8700000000001,2,0.5
13178,5015.47,88,10,10,0,0.0,5015.47,501.547,10,0.0
18116,741.74,162,5,5,0,0.0,741.74,148.348,5,0.0
13085,416.08000000000004,17,2,2,1,143.7,272.38,208.04000000000002,3,0.3333333333333333
15903,5126.76,46,7,7,1,0.42,5126.34,732.3942857142857,8,0.125
15785,2328.9700000000003,58,5,4,3,25.22,2303.75,465.79400000000004,8,0.375
16556,3002.94,135,6,6,0,0.0,3002.94,500.49,6,0.0
18138,152.65,8,1,1,0,0.0,152.65,152.65,1,0.0
14379,348.1,39,2,2,0,0.0,348.1,174.05,2,0.0
14211,2241.1,87,9,9,4,32.8,2208.3,249.0111111111111,13,0.3076923076923077
14371,100.5,4,1,1,0,0.0,100.5,100.5,1,0.0
13425,1624.21,66,3,3,0,0.0,1624.21,541.4033333333333,3,0.0
12852,311.55,17,1,1,1,11.8,299.75,311.55,2,0.5
15228,3386.71,110,4,4,1,9.75,3376.96,846.6775,5,0.2
13012,1646.8400000000001,67,8,8,3,350.22,1296.6200000000001,205.85500000000002,11,0.2727272727272727
16182,6617.65,17,4,4,0,0.0,6617.65,1654.4125,4,0.0
13489,449.52,11,4,4,0,0.0,449.52,112.38,4,0.0
13904,332.64,24,2,2,0,0.0,332.64,166.32,2,0.0
14057,5285.74,146,15,13,1,70.56,5215.18,352.38266666666664,16,0.0625
15755,2364.25,127,6,6,2,45.370000000000005,2318.88,394.0416666666667,8,0.25
16393,2749.41,115,11,11,6,88.50999999999999,2660.9,249.94636363636363,17,0.35294117647058826
13932,307.4,16,1,1,0,0.0,307.4,307.4,1,0.0
16726,1229.17,113,4,3,0,0.0,1229.17,307.2925,4,0.0
13799,688.86,32,2,2,0,0.0,688.86,344.43,2,0.0
13951,674.45,38,3,3,0,0.0,674.45,224.8166666666667,3,0.0
16765,34.0,1,1,1,0,0.0,34.0,34.0,1,0.0
18172,7561.68,100,20,14,5,71.50999999999999,7490.17,378.084,25,0.2
16566,614.66,14,5,5,1,0.65,614.01,122.93199999999999,6,0.16666666666666666
12891,331.0,2,3,3,0,0.0,331.0,110.33333333333333,3,0.0
16466,1595.96,103,7,7,0,0.0,1595.96,227.99428571428572,7,0.0
14878,1154.08,59,8,8,0,0.0,1154.08,144.26,8,0.0
16115,1660.8799999999999,169,8,8,0,0.0,1660.8799999999999,207.60999999999999,8,0.0
14162,289.36,25,2,2,0,0.0,289.36,144.68,2,0.0
13301,618.09,75,4,4,0,0.0,618.09,154.5225,4,0.0
14803,845.55,35,3,3,0,0.0,845.55,281.84999999999997,3,0.0
17838,1817.94,67,3,3,1,453.4000000000001,1364.54,605.98,4,0.25
13744,1080.52,54,2,2,0,0.0,1080.52,540.26,2,0.0
12988,505.82,75,1,1,0,0.0,505.82,505.82,1,0.0
17323,906.52,125,7,7,2,12.08,894.44,129.50285714285715,9,0.2222222222222222
18094,3017.3,39,7,5,0,0.0,3017.3,431.04285714285714,7,0.0
15129,3447.4,54,11,10,0,0.0,3447.4,313.40000000000003,11,0.0
17361,488.2,26,3,3,0,0.0,488.2,162.73333333333332,3,0.0
18155,371.62,19,3,3,1,23.799999999999997,347.82,123.87333333333333,4,0.25
15321,2748.31,83,3,2,1,84.83000000000001,2663.48,916.1033333333334,4,0.25
13477,1454.58,57,6,6,2,13.05,1441.53,242.42999999999998,8,0.25
15065,3158.13,148,4,4,2,22.15,3135.98,789.5325,6,0.3333333333333333
16980,1028.46,71,2,2,0,0.0,1028.46,514.23,2,0.0
15146,1327.16,90,2,2,1,13.5,1313.66,663.58,3,0.3333333333333333
14639,2307.95,118,5,3,1,21.2,2286.75,461.59,6,0.16666666666666666
13410,1003.06,15,5,5,2,14.15,988.91,200.612,7,0.2857142857142857
13044,560.47,33,1,1,0,0.0,560.47,560.47,1,0.0
16441,381.2,22,2,2,0,0.0,381.2,190.6,2,0.0
16014,646.83,123,3,3,1,9.25,637.58,215.61,4,0.25
17526,957.3,12,2,2,3,474.19999999999993,483.1,478.65,5,0.6
14520,270.6,3,2,2,0,0.0,270.6,135.3,2,0.0
17994,674.89,63,4,4,2,48.8,626.09,168.7225,6,0.3333333333333333
16546,487.75,19,1,1,0,0.0,487.75,487.75,1,0.0
13038,908.46,24,3,3,0,0.0,908.46,302.82,3,0.0
17002,1493.73,41,3,3,1,5.95,1487.78,497.91,4,0.25
15722,2211.21,45,5,4,1,41.35,2169.86,442.242,6,0.16666666666666666
16349,53.5,9,1,1,0,0.0,53.5,53.5,1,0.0
16913,113.44,8,1,1,0,0.0,113.44,113.44,1,0.0
17442,2248.56,96,6,6,3,21.3,2227.2599999999998,374.76,9,0.3333333333333333
18114,220.1,28,1,1,0,0.0,220.1,220.1,1,0.0
15303,574.02,31,1,1,0,0.0,574.02,574.02,1,0.0
12845,354.09,26,4,4,0,0.0,354.09,88.5225,4,0.0
18188,2001.04,63,3,3,1,2.55,1998.49,667.0133333333333,4,0.25
16045,1340.7,71,4,4,0,0.0,1340.7,335.175,4,0.0
16907,748.84,77,4,4,0,0.0,748.84,187.21,4,0.0
16573,663.61,40,2,2,2,15.2,648.41,331.805,4,0.5
13421,1833.71,88,2,2,1,2.1,1831.61,916.855,3,0.3333333333333333
18196,686.63,131,2,2,0,0.0,686.63,343.315,2,0.0
13077,414.3,87,3,2,0,0.0,414.3,138.1,3,0.0
13285,2709.12,157,4,4,0,0.0,2709.12,677.28,4,0.0
13184,1668.95,138,10,9,2,52.5,1616.45,166.895,12,0.16666666666666666
18151,653.35,38,2,2,0,0.0,653.35,326.675,2,0.0
13804,2588.39,124,7,6,0,0.0,2588.39,369.77,7,0.0
17499,622.88,40,1,1,0,0.0,622.88,622.88,1,0.0
15397,94.0,6,1,1,0,0.0,94.0,94.0,1,0.0
17706,10026.66,253,14,11,5,407.12,9619.54,716.1899999999999,19,0.2631578947368421
14276,1119.74,52,3,3,2,100.35,1019.39,373.24666666666667,5,0.4
13453,356.97999999999996,16,2,2,0,0.0,356.97999999999996,178.48999999999998,2,0.0
17135,924.15,32,6,4,0,0.0,924.15,154.025,6,0.0
15605,1003.38,53,4,4,0,0.0,1003.38,250.845,4,0.0
16394,1555.34,61,5,5,4,143.28000000000003,1412.06,311.068,9,0.4444444444444444
17711,385.1,22,2,2,0,0.0,385.1,192.55,2,0.0
13865,501.56,26,4,4,0,0.0,501.56,125.39,4,0.0
16940,3049.88,226,3,3,0,0.0,3049.88,1016.6266666666667,3,0.0
14289,911.26,33,6,6,0,0.0,911.26,151.87666666666667,6,0.0
15858,1043.64,119,4,4,0,0.0,1043.64,260.91,4,0.0
16208,664.26,61,2,2,0,0.0,664.26,332.13,2,0.0
17063,1461.14,66,7,4,4,39.550000000000004,1421.59,208.73428571428573,11,0.36363636363636365
13149,1676.06,76,4,4,0,0.0,1676.06,419.015,4,0.0
18068,101.69999999999999,1,1,1,0,0.0,101.69999999999999,101.69999999999999,1,0.0
15932,2495.87,93,8,8,3,34.019999999999996,2461.85,311.98375,11,0.2727272727272727
16692,1276.0,2,2,2,0,0.0,1276.0,638.0,2,0.0
15590,0.0,0,0,0,1,30.19,-30.19,0.0,1,1.0
17171,224.91,16,1,1,0,0.0,224.91,224.91,1,0.0
18231,2071.77,106,5,5,1,17.1,2054.67,414.354,6,0.16666666666666666
14004,4582.64,102,7,7,0,0.0,4582.64,654.6628571428572,7,0.0
17139,10650.77,309,12,9,3,82.89999999999999,10567.87,887.5641666666667,15,0.2
14513,455.59000000000003,11,3,3,1,17.099999999999998,438.49,151.86333333333334,4,0.25
13118,1197.81,68,5,4,2,72.81,1125.0,239.56199999999998,7,0.2857142857142857
15974,3442.15,141,7,7,1,12.600000000000001,3429.55,491.7357142857143,8,0.125
17830,398.7,18,3,3,0,0.0,398.7,132.9,3,0.0
14841,2900.6,87,5,5,0,0.0,2900.6,580.12,5,0.0
16086,944.13,22,4,4,1,2.08,942.0500000000001,236.0325,5,0.2
14231,925.71,47,3,3,2,103.65,822.0600000000001,308.57,5,0.4
15805,5117.38,216,16,12,3,76.31,5041.07,319.83625,19,0.15789473684210525
17867,1157.8700000000001,62,6,4,2,574.35,583.52,192.97833333333335,8,0.25
14880,690.59,45,3,3,0,0.0,690.59,230.1966666666667,3,0.0
15121,457.72,28,2,2,0,0.0,457.72,228.86,2,0.0
18065,2047.81,93,12,5,0,0.0,2047.81,170.65083333333334,12,0.0
17117,116.19999999999999,9,1,1,0,0.0,116.19999999999999,116.19999999999999,1,0.0
17017,6336.62,64,15,12,6,97.35,6239.2699999999995,422.4413333333333,21,0.2857142857142857
12945,462.95,23,1,1,0,0.0,462.95,462.95,1,0.0
18056,363.65,19,1,1,0,0.0,363.65,363.65,1,0.0
16072,584.3199999999999,23,1,1,0,0.0,584.3199999999999,584.3199999999999,1,0.0
16838,588.85,24,2,2,1,5.95,582.9,294.425,3,0.3333333333333333
15543,127.86,26,1,1,0,0.0,127.86,127.86,1,0.0
16722,3931.29,72,11,11,2,18.15,3913.14,357.39,13,0.15384615384615385
13751,296.25,9,1,1,0,0.0,296.25,296.25,1,0.0
17090,1913.45,45,6,6,1,2.1,1911.3500000000001,318.90833333333336,7,0.14285714285714285
15847,389.27,22,2,2,0,0.0,389.27,194.635,2,0.0
