CustomerID,response,n_comp,loyalty,nps,n_communications,total_sales,unique_products,number_of_invoices,purchase_days,cancelled_invoices,cancellation_value,net_sales,average_order_value,total_invoice_activity,cancellation_rate,nps_category,has_cancellation
14048,1,4,1,1.0,2,409.93,83,1,1,1,34.8,375.13,409.93,2,0.5,Detractor,1
14049,1,2,1,7.0,3,5578.72,348,4,4,2,42.57,5536.15,1394.68,6,0.3333333333333333,Passive,1
14050,1,2,1,5.0,2,746.36,49,2,2,0,0.0,746.36,373.18,2,0.0,Detractor,0
14051,1,4,0,6.0,9,13782.23,43,20,19,3,133.05,13649.18,689.1115,23,0.13043478260869565,Detractor,1
14052,0,1,1,6.0,7,225.36,56,1,1,0,0.0,225.36,225.36,1,0.0,Detractor,0
14053,0,1,0,1.0,3,260.25,2,2,2,0,0.0,260.25,130.125,2,0.0,Detractor,0
14054,0,4,0,3.0,4,92.46,6,1,1,0,0.0,92.46,92.46,1,0.0,Detractor,0
14055,0,1,1,2.0,4,725.6400000000001,10,1,1,0,0.0,725.6400000000001,725.6400000000001,1,0.0,Detractor,0
14056,0,5,1,2.0,4,8152.71,320,23,23,6,90.25000000000001,8062.46,354.46565217391304,29,0.20689655172413793,Detractor,1
14057,1,0,0,8.0,7,5285.74,146,15,13,1,70.56,5215.18,352.38266666666664,16,0.0625,Passive,1
14059,1,4,1,6.0,3,183.6,8,1,1,0,0.0,183.6,183.6,1,0.0,Detractor,0
14060,0,5,1,3.0,4,5266.38,80,16,16,1,5.04,5261.34,329.14875,17,0.058823529411764705,Detractor,1
14062,0,2,1,2.0,3,9020.73,38,9,9,0,0.0,9020.73,1002.3033333333333,9,0.0,Detractor,0
14064,0,3,0,0.0,7,1334.34,59,5,5,2,165.42,1168.92,266.868,7,0.2857142857142857,Detractor,1
14066,0,4,1,3.0,8,152.55,7,1,1,0,0.0,152.55,152.55,1,0.0,Detractor,0
14067,0,0,0,6.0,3,374.7,51,2,2,0,0.0,374.7,187.35,2,0.0,Detractor,0
14068,0,3,1,8.0,5,265.85,22,1,1,0,0.0,265.85,265.85,1,0.0,Passive,0
14071,0,4,0,1.0,2,1437.57,271,8,7,1,131.41,1306.16,179.69625,9,0.1111111111111111,Detractor,1
14073,0,0,0,1.0,4,151.04,13,1,1,1,11.5,139.54,151.04,2,0.5,Detractor,1
14075,0,4,0,7.0,9,942.26,33,3,3,0,0.0,942.26,314.08666666666664,3,0.0,Passive,0
14076,0,5,0,5.0,5,118.67,43,1,1,0,0.0,118.67,118.67,1,0.0,Detractor,0
14077,0,2,1,7.0,2,499.41999999999996,33,5,5,0,0.0,499.41999999999996,99.88399999999999,5,0.0,Passive,0
14078,0,5,0,2.0,2,913.13,39,5,5,0,0.0,913.13,182.626,5,0.0,Detractor,0
14079,0,5,0,5.0,6,375.1,12,1,1,0,0.0,375.1,375.1,1,0.0,Detractor,0
14080,0,3,0,3.0,6,45.599999999999994,4,1,1,0,0.0,45.599999999999994,45.599999999999994,1,0.0,Detractor,0
14081,0,1,0,2.0,3,498.1,78,1,1,2,29.849999999999998,468.25,498.1,3,0.6666666666666666,Detractor,1
14083,0,5,0,7.0,4,558.54,85,6,6,0,0.0,558.54,93.08999999999999,6,0.0,Passive,0
14085,0,4,0,8.0,4,3255.8,230,15,13,0,0.0,3255.8,217.05333333333334,15,0.0,Passive,0
14087,0,0,0,1.0,2,191.47,61,1,1,1,12.75,178.72,191.47,2,0.5,Detractor,1
14088,0,3,0,2.0,9,50491.81,379,13,12,1,76.32000000000001,50415.49,3883.9853846153846,14,0.07142857142857142,Detractor,1
14089,0,2,1,7.0,4,158.75,13,1,1,0,0.0,158.75,158.75,1,0.0,Passive,0
14090,0,2,0,2.0,7,76.32000000000001,1,1,1,0,0.0,76.32000000000001,76.32000000000001,1,0.0,Detractor,0
14092,0,2,1,6.0,2,3475.18,99,12,10,2,7.91,3467.27,289.5983333333333,14,0.14285714285714285,Detractor,1
14093,0,1,0,4.0,8,433.86,95,1,1,0,0.0,433.86,433.86,1,0.0,Detractor,0
14096,0,0,0,7.0,9,65164.79,1119,17,17,17,8043.880000000001,57120.909999999996,3833.2229411764706,34,0.5,Passive,1
14098,0,0,0,0.0,9,147.35,21,1,1,0,0.0,147.35,147.35,1,0.0,Detractor,0
14099,0,1,1,2.0,7,2720.65,144,10,10,1,11.2,2709.4500000000003,272.065,11,0.09090909090909091,Detractor,1
14100,0,2,0,2.0,4,191.95000000000002,24,1,1,0,0.0,191.95000000000002,191.95000000000002,1,0.0,Detractor,0
14101,0,2,1,2.0,3,5976.79,15,6,6,0,0.0,5976.79,996.1316666666667,6,0.0,Detractor,0
14102,0,1,0,1.0,4,1105.8799999999999,35,5,5,3,45.55,1060.33,221.176,8,0.375,Detractor,1
14104,0,3,0,2.0,4,216.20999999999998,21,2,2,0,0.0,216.20999999999998,108.10499999999999,2,0.0,Detractor,0
14105,0,4,0,2.0,3,1266.23,74,1,1,1,5.9,1260.33,1266.23,2,0.5,Detractor,1
14107,0,2,1,4.0,6,2339.9900000000002,56,6,6,0,0.0,2339.9900000000002,389.9983333333334,6,0.0,Detractor,0
14108,0,3,1,1.0,7,597.91,33,2,2,1,3.75,594.16,298.955,3,0.3333333333333333,Detractor,1
14109,0,3,0,5.0,5,144.2,9,1,1,1,64.0,80.2,144.2,2,0.5,Detractor,1
14110,0,3,0,2.0,3,5683.15,94,12,12,1,13.5,5669.65,473.5958333333333,13,0.07692307692307693,Detractor,1
14111,0,4,1,2.0,6,692.85,10,4,4,1,4.25,688.6,173.2125,5,0.2,Detractor,1
14112,0,1,0,1.0,7,2915.15,117,7,5,5,140.98000000000002,2774.17,416.45,12,0.4166666666666667,Detractor,1
14113,0,1,0,7.0,5,1406.92,25,3,3,3,437.25,969.6700000000001,468.97333333333336,6,0.5,Passive,1
14114,0,2,1,8.0,3,386.53,15,2,2,0,0.0,386.53,193.265,2,0.0,Passive,0
14116,0,0,1,5.0,4,1382.74,61,5,5,0,0.0,1382.74,276.548,5,0.0,Detractor,0
14117,0,5,0,2.0,9,90.0,3,1,1,0,0.0,90.0,90.0,1,0.0,Detractor,0
14121,0,4,0,6.0,8,2780.15,148,4,4,2,39.85,2740.3,695.0375,6,0.3333333333333333,Detractor,1
14124,0,5,1,1.0,3,419.58000000000004,4,1,1,0,0.0,419.58000000000004,419.58000000000004,1,0.0,Detractor,0
14125,0,2,1,0.0,6,2720.63,159,3,3,0,0.0,2720.63,906.8766666666667,3,0.0,Detractor,0
14126,0,3,1,6.0,8,706.1300000000001,14,3,2,1,62.5,643.6300000000001,235.3766666666667,4,0.25,Detractor,1
14127,0,4,1,7.0,3,709.71,39,3,3,0,0.0,709.71,236.57000000000002,3,0.0,Passive,0
14128,0,2,1,4.0,6,637.5,40,2,2,0,0.0,637.5,318.75,2,0.0,Detractor,0
14129,1,3,1,10.0,8,1123.8600000000001,31,5,4,0,0.0,1123.8600000000001,224.77200000000002,5,0.0,Promoter,0
14130,1,4,1,8.0,2,480.91,66,1,1,0,0.0,480.91,480.91,1,0.0,Passive,0
14132,1,2,1,5.0,8,3586.0299999999997,100,11,11,1,5.9,3580.13,326.00272727272727,12,0.08333333333333333,Detractor,1
14133,1,4,0,6.0,6,605.64,25,3,2,2,15.3,590.3399999999999,201.88,5,0.4,Detractor,1
14135,1,5,0,3.0,5,3743.26,70,11,11,0,0.0,3743.26,340.29636363636365,11,0.0,Detractor,0
14138,0,1,1,2.0,7,965.8800000000001,40,2,2,0,0.0,965.8800000000001,482.94000000000005,2,0.0,Detractor,0
14139,1,0,1,2.0,4,415.82,26,1,1,0,0.0,415.82,415.82,1,0.0,Detractor,0
14140,0,3,1,6.0,5,935.05,60,2,2,1,15.0,920.05,467.525,3,0.3333333333333333,Detractor,1
14141,0,2,1,2.0,5,915.13,27,4,4,2,36.1,879.0300000000001,228.7825,6,0.3333333333333333,Detractor,1
14143,1,4,1,8.0,3,115.8,7,1,1,0,0.0,115.8,115.8,1,0.0,Passive,0
14145,0,1,0,1.0,6,3742.2,6,4,4,1,594.0,3148.2,935.55,5,0.2,Detractor,1
14146,0,1,1,0.0,2,2949.57,161,4,3,1,1241.4299999999998,1708.14,737.3925,5,0.2,Detractor,1
14147,1,4,1,9.0,3,483.4,4,2,2,1,15.0,468.4,241.7,3,0.3333333333333333,Promoter,1
14148,1,1,0,5.0,8,157.2,3,1,1,0,0.0,157.2,157.2,1,0.0,Detractor,0
14149,1,4,1,1.0,4,446.62,28,1,1,2,187.19,259.43,446.62,3,0.6666666666666666,Detractor,1
14150,0,1,0,0.0,8,352.46000000000004,14,1,1,0,0.0,352.46000000000004,352.46000000000004,1,0.0,Detractor,0
14152,1,0,1,5.0,4,621.29,47,2,2,1,10.2,611.09,310.645,3,0.3333333333333333,Detractor,1
14154,0,0,1,1.0,6,1345.62,52,2,1,0,0.0,1345.62,672.81,2,0.0,Detractor,0
14155,0,5,1,2.0,4,118.75,6,1,1,0,0.0,118.75,118.75,1,0.0,Detractor,0
14157,1,3,1,3.0,3,424.89000000000004,45,2,2,1,32.45,392.44,212.44500000000002,3,0.3333333333333333,Detractor,1
14158,1,0,1,1.0,4,507.66,41,1,1,0,0.0,507.66,507.66,1,0.0,Detractor,0
14159,0,1,1,3.0,7,4440.43,488,10,10,3,14.71,4425.72,444.043,13,0.23076923076923078,Detractor,1
14161,0,4,0,8.0,6,814.47,69,2,2,0,0.0,814.47,407.235,2,0.0,Passive,0
14162,0,5,1,3.0,8,289.36,25,2,2,0,0.0,289.36,144.68,2,0.0,Detractor,0
14163,1,1,0,8.0,4,2445.91,36,4,4,0,0.0,2445.91,611.4775,4,0.0,Passive,0
14164,0,5,1,3.0,2,1631.77,28,2,2,0,0.0,1631.77,815.885,2,0.0,Detractor,0
14165,0,0,0,3.0,4,120.44,23,1,1,0,0.0,120.44,120.44,1,0.0,Detractor,0
14167,1,1,1,1.0,8,562.59,27,4,4,0,0.0,562.59,140.6475,4,0.0,Detractor,0
14171,0,1,0,3.0,2,363.79,57,1,1,0,0.0,363.79,363.79,1,0.0,Detractor,0
14173,1,5,0,7.0,7,450.84,28,4,3,0,0.0,450.84,112.71,4,0.0,Passive,0
14174,1,2,1,2.0,4,134.46,26,1,1,0,0.0,134.46,134.46,1,0.0,Detractor,0
14175,0,2,1,3.0,3,3222.3,139,3,3,4,114.23999999999998,3108.06,1074.1000000000001,7,0.5714285714285714,Detractor,1
14176,1,2,1,8.0,6,417.35,22,3,2,0,0.0,417.35,139.11666666666667,3,0.0,Passive,0
14177,0,1,1,2.0,5,549.46,37,4,3,1,4.95,544.51,137.365,5,0.2,Detractor,1
14178,1,2,1,9.0,7,1600.26,191,7,7,0,0.0,1600.26,228.60857142857142,7,0.0,Promoter,0
14179,1,5,0,8.0,4,701.57,135,2,2,0,0.0,701.57,350.785,2,0.0,Passive,0
14180,1,4,1,3.0,6,3852.27,98,21,21,6,107.75,3744.52,183.44142857142856,27,0.2222222222222222,Detractor,1
14184,0,3,1,6.0,4,452.89,24,1,1,0,0.0,452.89,452.89,1,0.0,Detractor,0
14185,1,0,1,6.0,9,197.65,3,1,1,0,0.0,197.65,197.65,1,0.0,Detractor,0
14188,0,2,0,2.0,4,2054.36,34,6,6,4,35.45,2018.91,342.3933333333334,10,0.4,Detractor,1
14189,1,4,1,10.0,6,4342.84,172,14,13,9,49.769999999999996,4293.07,310.20285714285717,23,0.391304347826087,Promoter,1
14191,1,4,1,6.0,7,4684.76,145,13,13,1,24.75,4660.01,360.36615384615385,14,0.07142857142857142,Detractor,1
14193,0,1,1,4.0,9,853.39,35,2,2,0,0.0,853.39,426.695,2,0.0,Detractor,0
14194,0,2,1,3.0,5,11349.52,269,21,15,11,132.77,11216.75,540.4533333333334,32,0.34375,Detractor,1
14195,0,1,1,5.0,7,1012.0,7,2,2,1,49.3,962.7,506.0,3,0.3333333333333333,Detractor,1
14196,0,2,0,8.0,6,335.52,6,1,1,0,0.0,335.52,335.52,1,0.0,Passive,0
14198,0,4,1,7.0,8,701.4,35,4,4,3,37.900000000000006,663.5,175.35,7,0.42857142857142855,Passive,1
14199,0,1,0,7.0,5,185.39999999999998,2,1,1,0,0.0,185.39999999999998,185.39999999999998,1,0.0,Passive,0
14201,0,3,0,5.0,2,680.2,28,6,6,2,59.400000000000006,620.8,113.36666666666667,8,0.25,Detractor,1
14204,0,4,1,1.0,6,150.61,36,1,1,0,0.0,150.61,150.61,1,0.0,Detractor,0
14205,1,4,0,1.0,4,466.7,23,2,2,1,9.72,456.98,233.35,3,0.3333333333333333,Detractor,1
14206,1,1,0,10.0,6,328.15999999999997,20,1,1,0,0.0,328.15999999999997,328.15999999999997,1,0.0,Promoter,0
14208,0,2,0,0.0,6,151.74,10,1,1,0,0.0,151.74,151.74,1,0.0,Detractor,0
14209,0,4,1,8.0,6,2073.43,55,6,6,1,6.300000000000001,2067.13,345.57166666666666,7,0.14285714285714285,Passive,1
14210,1,2,1,2.0,3,1600.89,60,5,5,1,4.95,1595.94,320.178,6,0.16666666666666666,Detractor,1
14211,1,1,1,6.0,8,2241.1,87,9,9,4,32.8,2208.3,249.0111111111111,13,0.3076923076923077,Detractor,1
14212,0,1,0,2.0,2,1070.48,9,1,1,0,0.0,1070.48,1070.48,1,0.0,Detractor,0
14214,1,5,0,3.0,7,1004.38,64,5,5,2,4.15,1000.23,200.876,7,0.2857142857142857,Detractor,1
14215,1,2,1,2.0,9,1623.72,92,5,5,1,11.8,1611.92,324.744,6,0.16666666666666666,Detractor,1
14216,1,1,0,6.0,6,1839.3,47,4,4,0,0.0,1839.3,459.825,4,0.0,Detractor,0
14217,1,2,1,6.0,9,1886.68,73,16,15,6,62.670000000000016,1824.01,117.9175,22,0.2727272727272727,Detractor,1
14218,1,4,1,5.0,5,169.48000000000002,12,1,1,0,0.0,169.48000000000002,169.48000000000002,1,0.0,Detractor,0
14219,1,3,1,7.0,7,89.94,7,1,1,0,0.0,89.94,89.94,1,0.0,Passive,0
14220,0,5,0,3.0,5,319.42,10,1,1,0,0.0,319.42,319.42,1,0.0,Detractor,0
14221,1,3,1,3.0,6,3432.8,123,9,7,1,4.95,3427.85,381.4222222222222,10,0.1,Detractor,1
14222,0,3,0,7.0,5,683.17,41,1,1,0,0.0,683.17,683.17,1,0.0,Passive,0
14223,0,5,0,5.0,5,991.13,50,3,3,1,15.9,975.23,330.37666666666667,4,0.25,Detractor,1
14224,0,4,0,3.0,8,1009.73,105,4,4,0,0.0,1009.73,252.4325,4,0.0,Detractor,0
14226,0,3,1,3.0,4,2214.79,64,5,5,2,30.549999999999997,2184.2400000000002,442.95799999999997,7,0.2857142857142857,Detractor,1
14227,0,2,0,3.0,7,3350.96,117,10,6,5,35.25,3315.71,335.096,15,0.3333333333333333,Detractor,1
14229,1,2,1,1.0,8,1547.2,29,3,3,2,96.6,1450.6,515.7333333333333,5,0.4,Detractor,1
14231,1,1,1,1.0,8,925.71,47,3,3,2,103.65,822.0600000000001,308.57,5,0.4,Detractor,1
14232,1,3,1,8.0,6,2048.07,81,5,5,3,4.14,2043.93,409.61400000000003,8,0.375,Passive,1
14233,0,2,0,7.0,5,1462.72,30,4,4,1,15.209999999999999,1447.51,365.68,5,0.2,Passive,1
14234,0,3,1,3.0,3,754.12,122,4,4,0,0.0,754.12,188.53,4,0.0,Detractor,0
14235,1,1,0,0.0,3,3144.86,65,5,4,1,51.0,3093.86,628.972,6,0.16666666666666666,Detractor,1
14236,1,1,1,4.0,4,301.56,12,1,1,0,0.0,301.56,301.56,1,0.0,Detractor,0
14238,1,5,1,7.0,8,146.85,8,1,1,0,0.0,146.85,146.85,1,0.0,Passive,0
14239,1,1,1,8.0,6,2380.85,83,11,11,2,57.35,2323.5,216.4409090909091,13,0.15384615384615385,Passive,1
14240,0,3,0,4.0,3,890.34,37,2,2,0,0.0,890.34,445.17,2,0.0,Detractor,0
14241,0,4,1,5.0,3,213.70000000000002,10,1,1,0,0.0,213.70000000000002,213.70000000000002,1,0.0,Detractor,0
14242,1,2,0,3.0,7,280.55,13,2,2,0,0.0,280.55,140.275,2,0.0,Detractor,0
14243,0,4,0,2.0,3,2116.77,92,8,8,4,52.89,2063.88,264.59625,12,0.3333333333333333,Detractor,1
14245,0,4,0,1.0,7,1693.45,107,2,2,3,15.969999999999999,1677.48,846.725,5,0.6,Detractor,1
14246,1,1,1,5.0,8,1474.06,57,3,3,0,0.0,1474.06,491.3533333333333,3,0.0,Detractor,0
14247,1,1,0,8.0,4,136.76999999999998,19,1,1,0,0.0,136.76999999999998,136.76999999999998,1,0.0,Passive,0
14248,1,1,1,9.0,6,302.58,8,1,1,0,0.0,302.58,302.58,1,0.0,Promoter,0
14250,1,1,1,6.0,2,1904.05,94,3,2,0,0.0,1904.05,634.6833333333333,3,0.0,Detractor,0
14251,0,1,1,5.0,7,2879.7000000000003,37,5,5,0,0.0,2879.7000000000003,575.94,5,0.0,Detractor,0
14256,1,3,1,8.0,7,445.2,21,1,1,1,34.0,411.2,445.2,2,0.5,Passive,1
14257,0,5,0,8.0,7,3099.7200000000003,88,5,5,1,12.450000000000001,3087.27,619.9440000000001,6,0.16666666666666666,Passive,1
14258,0,3,0,4.0,6,12669.98,58,9,8,1,19.9,12650.08,1407.7755555555555,10,0.1,Detractor,1
14259,1,0,1,6.0,7,120.0,5,1,1,0,0.0,120.0,120.0,1,0.0,Detractor,0
14261,1,1,1,5.0,4,1163.45,52,2,2,0,0.0,1163.45,581.725,2,0.0,Detractor,0
14262,1,3,1,1.0,4,2618.23,87,8,8,0,0.0,2618.23,327.27875,8,0.0,Detractor,0
14264,1,3,1,3.0,4,333.97,15,2,2,0,0.0,333.97,166.985,2,0.0,Detractor,0
14267,1,1,1,0.0,7,1516.24,25,3,2,4,237.15000000000003,1279.09,505.41333333333336,7,0.5714285714285714,Detractor,1
14270,0,2,1,4.0,6,492.65000000000003,29,1,1,0,0.0,492.65000000000003,492.65000000000003,1,0.0,Detractor,0
14271,0,5,0,2.0,3,112.32,10,1,1,0,0.0,112.32,112.32,1,0.0,Detractor,0
14272,0,2,1,0.0,7,437.96,33,2,2,0,0.0,437.96,218.98,2,0.0,Detractor,0
14273,1,1,1,3.0,6,559.97,22,4,4,0,0.0,559.97,139.9925,4,0.0,Detractor,0
14276,0,0,0,1.0,5,1119.74,52,3,3,2,100.35,1019.39,373.24666666666667,5,0.4,Detractor,1
14280,0,0,0,6.0,8,134.04,8,1,1,0,0.0,134.04,134.04,1,0.0,Detractor,0
14282,1,2,1,3.0,3,3130.44,68,14,14,0,0.0,3130.44,223.60285714285715,14,0.0,Detractor,0
14284,1,4,1,1.0,6,595.25,24,2,2,1,16.8,578.45,297.625,3,0.3333333333333333,Detractor,1
14285,1,1,1,6.0,9,1910.01,18,4,4,0,0.0,1910.01,477.5025,4,0.0,Detractor,0
14286,1,1,1,8.0,5,4628.75,220,3,3,2,32.94,4595.81,1542.9166666666667,5,0.4,Passive,1
14287,1,4,1,6.0,4,176.63,9,3,2,1,25.4,151.23000000000002,58.876666666666665,4,0.25,Detractor,1
14288,1,3,0,9.0,7,426.6,16,1,1,1,12.75,413.85,426.6,2,0.5,Promoter,1
14289,1,3,1,1.0,9,911.26,33,6,6,0,0.0,911.26,151.87666666666667,6,0.0,Detractor,0
14290,0,2,0,1.0,5,1537.0900000000001,70,4,4,1,7.2,1529.89,384.27250000000004,5,0.2,Detractor,1
14291,0,0,0,1.0,8,3883.25,145,11,7,1,9.95,3873.3,353.02272727272725,12,0.08333333333333333,Detractor,1
14292,0,0,0,6.0,4,4871.93,64,9,6,5,52.60000000000001,4819.33,541.3255555555556,14,0.35714285714285715,Detractor,1
14293,0,2,0,7.0,7,681.64,41,3,3,0,0.0,681.64,227.21333333333334,3,0.0,Passive,0
14295,1,0,0,7.0,4,166.20000000000002,5,1,1,1,11.5,154.70000000000002,166.20000000000002,2,0.5,Passive,1
14297,0,1,1,5.0,8,1305.33,48,4,4,2,21.270000000000003,1284.06,326.3325,6,0.3333333333333333,Detractor,1
14298,0,1,1,1.0,5,46837.84,847,39,23,1,664.86,46172.98,1200.9702564102563,40,0.025,Detractor,1
14299,0,4,0,7.0,4,3536.38,91,8,8,7,660.4200000000002,2875.96,442.0475,15,0.4666666666666667,Passive,1
14300,0,3,1,7.0,7,43.2,3,1,1,0,0.0,43.2,43.2,1,0.0,Passive,0
14301,1,4,1,5.0,5,640.14,13,1,1,1,8.1,632.04,640.14,2,0.5,Detractor,1
14304,0,1,0,2.0,3,383.45,17,1,1,1,186.35000000000002,197.1,383.45,2,0.5,Detractor,1
14305,1,1,1,1.0,4,1858.96,96,3,3,2,55.20000000000001,1803.76,619.6533333333333,5,0.4,Detractor,1
14306,0,2,0,5.0,4,2093.32,33,2,2,1,9.9,2083.42,1046.66,3,0.3333333333333333,Detractor,1
14307,1,2,1,8.0,3,2212.61,118,5,4,0,0.0,2212.61,442.52200000000005,5,0.0,Passive,0
14309,0,3,0,4.0,2,2204.78,70,8,8,1,32.85,2171.93,275.5975,9,0.1111111111111111,Detractor,1
14311,1,4,1,1.0,3,310.26,20,1,1,1,80.55,229.71,310.26,2,0.5,Detractor,1
14312,0,3,1,1.0,6,1611.59,74,6,6,0,0.0,1611.59,268.5983333333333,6,0.0,Detractor,0
14314,0,1,0,8.0,7,120.0,8,1,1,0,0.0,120.0,120.0,1,0.0,Passive,0
14315,0,3,1,4.0,8,2481.13,64,6,6,1,24.15,2456.98,413.5216666666667,7,0.14285714285714285,Detractor,1
14317,0,2,1,2.0,2,508.58000000000004,24,1,1,0,0.0,508.58000000000004,508.58000000000004,1,0.0,Detractor,0
14320,1,4,1,7.0,2,477.79,29,2,2,1,134.68,343.11,238.895,3,0.3333333333333333,Passive,1
14321,0,1,0,4.0,4,1530.75,111,5,5,0,0.0,1530.75,306.15,5,0.0,Detractor,0
14323,1,2,1,7.0,8,605.0600000000001,32,2,2,2,30.800000000000004,574.26,302.53000000000003,4,0.5,Passive,1
14326,1,0,1,4.0,6,183.85,8,1,1,1,17.0,166.85,183.85,2,0.5,Detractor,1
14327,0,1,1,4.0,2,311.65,12,1,1,0,0.0,311.65,311.65,1,0.0,Detractor,0
14329,1,4,1,8.0,9,4975.24,218,7,6,7,86.1,4889.14,710.7485714285714,14,0.5,Passive,1
14331,0,3,1,7.0,6,462.65999999999997,27,2,2,0,0.0,462.65999999999997,231.32999999999998,2,0.0,Passive,0
14332,1,3,1,9.0,4,840.21,22,3,3,0,0.0,840.21,280.07,3,0.0,Promoter,0
14333,0,5,1,4.0,6,415.2,15,1,1,1,63.75,351.45,415.2,2,0.5,Detractor,1
14334,1,0,1,3.0,7,2232.06,86,7,7,1,12.75,2219.31,318.86571428571426,8,0.125,Detractor,1
14336,1,3,0,2.0,6,1614.91,77,4,4,0,0.0,1614.91,403.7275,4,0.0,Detractor,0
14338,0,1,0,2.0,4,588.22,30,2,2,2,34.0,554.22,294.11,4,0.5,Detractor,1
14339,0,4,1,4.0,2,309.52,14,1,1,3,19.61,289.90999999999997,309.52,4,0.75,Detractor,1
14340,1,1,1,2.0,6,134.7,6,1,1,0,0.0,134.7,134.7,1,0.0,Detractor,0
14341,1,4,1,6.0,2,2166.98,109,8,5,1,15.9,2151.08,270.8725,9,0.1111111111111111,Detractor,1
14342,1,2,1,7.0,5,668.5600000000001,18,4,4,2,60.85000000000001,607.71,167.14000000000001,6,0.3333333333333333,Passive,1
14344,0,4,0,0.0,8,534.28,46,5,5,0,0.0,534.28,106.856,5,0.0,Detractor,0
14345,0,1,0,3.0,8,108.97999999999999,6,1,1,0,0.0,108.97999999999999,108.97999999999999,1,0.0,Detractor,0
14346,0,2,1,7.0,4,1021.58,55,2,2,0,0.0,1021.58,510.79,2,0.0,Passive,0
14348,0,2,1,3.0,3,409.57,18,1,1,0,0.0,409.57,409.57,1,0.0,Detractor,0
14349,0,0,1,4.0,8,133.5,31,1,1,0,0.0,133.5,133.5,1,0.0,Detractor,0
14350,1,2,0,1.0,8,282.93,18,1,1,1,24.229999999999997,258.7,282.93,2,0.5,Detractor,1
14351,0,4,0,7.0,7,51.0,1,1,1,0,0.0,51.0,51.0,1,0.0,Passive,0
14352,0,5,1,7.0,6,1078.96,44,4,3,0,0.0,1078.96,269.74,4,0.0,Passive,0
14353,1,3,1,6.0,7,90.6,6,1,1,0,0.0,90.6,90.6,1,0.0,Detractor,0
14354,0,4,1,6.0,7,163.62,9,2,2,0,0.0,163.62,81.81,2,0.0,Detractor,0
14356,0,5,1,1.0,7,701.23,33,2,2,2,34.28999999999999,666.9399999999999,350.615,4,0.5,Detractor,1
14357,0,4,0,1.0,4,225.12,39,1,1,0,0.0,225.12,225.12,1,0.0,Detractor,0
14359,0,1,0,5.0,7,912.18,44,3,3,3,29.6,882.58,304.06,6,0.5,Detractor,1
14360,1,1,1,9.0,7,2118.03,104,4,3,0,0.0,2118.03,529.5075,4,0.0,Promoter,0
14362,0,3,1,4.0,8,151.5,37,1,1,0,0.0,151.5,151.5,1,0.0,Detractor,0
14364,1,3,1,1.0,5,3717.35,61,8,7,0,0.0,3717.35,464.66875,8,0.0,Detractor,0
14367,0,4,0,3.0,4,9227.82,270,16,13,3,93.7,9134.12,576.73875,19,0.15789473684210525,Detractor,1
14368,1,4,1,4.0,5,155.0,8,1,1,0,0.0,155.0,155.0,1,0.0,Detractor,0
14371,1,2,1,8.0,7,100.5,4,1,1,0,0.0,100.5,100.5,1,0.0,Passive,0
14375,1,3,1,9.0,5,235.56,57,1,1,0,0.0,235.56,235.56,1,0.0,Promoter,0
14377,1,2,0,2.0,4,617.05,11,2,2,0,0.0,617.05,308.525,2,0.0,Detractor,0
14379,1,1,1,9.0,7,348.1,39,2,2,0,0.0,348.1,174.05,2,0.0,Promoter,0
14381,0,2,1,4.0,6,202.68,56,1,1,0,0.0,202.68,202.68,1,0.0,Detractor,0
14382,0,0,1,0.0,8,615.49,121,1,1,0,0.0,615.49,615.49,1,0.0,Detractor,0
14383,0,2,0,3.0,2,1247.69,49,3,3,0,0.0,1247.69,415.8966666666667,3,0.0,Detractor,0
14385,1,2,1,1.0,4,202.11,13,3,3,0,0.0,202.11,67.37,3,0.0,Detractor,0
14386,0,2,1,4.0,8,142.4,7,1,1,0,0.0,142.4,142.4,1,0.0,Detractor,0
14387,0,4,1,2.0,9,1727.6,125,3,3,0,0.0,1727.6,575.8666666666667,3,0.0,Detractor,0
14388,1,2,0,9.0,7,2900.04,108,7,7,1,27.349999999999998,2872.69,414.2914285714286,8,0.125,Promoter,1
14389,0,3,1,4.0,5,1043.46,33,2,2,3,43.739999999999995,999.72,521.73,5,0.6,Detractor,1
14390,1,4,1,4.0,4,4418.87,128,8,7,3,54.400000000000006,4364.47,552.35875,11,0.2727272727272727,Detractor,1
14393,0,3,0,1.0,3,67.95,5,1,1,0,0.0,67.95,67.95,1,0.0,Detractor,0
14395,0,5,0,1.0,5,3171.23,173,8,8,3,35.8,3135.43,396.40375,11,0.2727272727272727,Detractor,1
14396,0,4,0,7.0,5,377.64,39,1,1,0,0.0,377.64,377.64,1,0.0,Passive,0
14397,0,4,0,6.0,3,2612.96,18,19,19,4,56.28,2556.68,137.52421052631578,23,0.17391304347826086,Detractor,1
14400,0,4,1,4.0,9,574.7,25,1,1,1,15.0,559.7,574.7,2,0.5,Detractor,1
14401,0,5,1,6.0,8,3804.1,99,12,12,1,11.5,3792.6,317.0083333333333,13,0.07692307692307693,Detractor,1
14403,1,3,1,2.0,6,1475.81,17,4,4,1,49.5,1426.31,368.9525,5,0.2,Detractor,1
14404,0,0,0,2.0,7,1320.09,57,5,5,1,39.6,1280.49,264.018,6,0.16666666666666666,Detractor,1
14406,0,3,0,8.0,5,156.75,8,1,1,0,0.0,156.75,156.75,1,0.0,Passive,0
