CustomerID,Recency,Frequency,Monetary,Cluster,Segment
13704,5,9,2308.06,3,High-Value Customers
13705,8,2,393.72,2,Recent / Developing
13706,303,1,330.79,0,Dormant / Low-Value
13707,267,2,806.41,0,Dormant / Low-Value
13708,271,1,285.33,0,Dormant / Low-Value
13709,4,13,6307.650000000001,3,High-Value Customers
13710,32,1,180.48,2,Recent / Developing
13711,219,2,252.06,0,Dormant / Low-Value
13712,247,1,228.84,0,Dormant / Low-Value
13715,281,2,582.71,0,Dormant / Low-Value
13716,269,1,138.28,0,Dormant / Low-Value
13717,32,6,1445.01,1,Regular Customers
13718,246,2,306.55,0,Dormant / Low-Value
13719,15,5,1041.68,1,Regular Customers
13720,117,4,799.9,1,Regular Customers
13721,36,1,524.14,2,Recent / Developing
13722,132,3,2375.41,1,Regular Customers
13723,217,1,199.85000000000002,0,Dormant / Low-Value
13725,50,8,1980.56,1,Regular Customers
13726,39,2,1079.66,1,Regular Customers
13727,29,2,333.48,2,Recent / Developing
13728,37,6,1016.14,1,Regular Customers
13730,136,2,752.6,0,Dormant / Low-Value
13731,219,2,610.59,0,Dormant / Low-Value
13732,28,1,491.86,2,Recent / Developing
13735,25,4,2883.54,1,Regular Customers
13736,5,2,729.8,2,Recent / Developing
13737,200,1,339.6,0,Dormant / Low-Value
13739,18,1,216.9,2,Recent / Developing
13740,241,1,350.75,0,Dormant / Low-Value
13741,72,3,668.4300000000001,1,Regular Customers
13742,17,12,3107.87,3,High-Value Customers
13743,3,7,1341.6,3,High-Value Customers
13744,95,2,1080.52,1,Regular Customers
13745,162,1,300.04,0,Dormant / Low-Value
13748,96,4,744.25,1,Regular Customers
13750,54,5,1647.26,1,Regular Customers
13751,288,1,296.25,0,Dormant / Low-Value
13752,124,6,1175.38,1,Regular Customers
13753,288,1,741.26,0,Dormant / Low-Value
13754,152,2,282.6,0,Dormant / Low-Value
13755,4,9,2108.06,3,High-Value Customers
13756,2,11,4185.12,3,High-Value Customers
13758,12,5,2471.7,3,High-Value Customers
13759,33,2,659.4100000000001,2,Recent / Developing
13760,54,2,286.79,0,Dormant / Low-Value
13761,50,2,1070.65,1,Regular Customers
13762,219,1,306.72,0,Dormant / Low-Value
13763,63,1,1714.96,1,Regular Customers
13764,71,3,1519.42,1,Regular Customers
13767,2,31,14781.0,3,High-Value Customers
13769,2,9,2474.21,3,High-Value Customers
13771,64,4,2634.45,1,Regular Customers
13772,34,3,1122.63,1,Regular Customers
13774,82,1,345.0,0,Dormant / Low-Value
13777,1,23,19015.38,3,High-Value Customers
13778,103,1,178.7,0,Dormant / Low-Value
13780,7,2,360.01,2,Recent / Developing
13781,251,1,127.84,0,Dormant / Low-Value
13782,13,6,908.86,1,Regular Customers
13784,10,11,2462.79,3,High-Value Customers
13787,76,1,202.64,0,Dormant / Low-Value
13790,4,1,348.79999999999995,2,Recent / Developing
13791,128,2,1516.0,1,Regular Customers
13792,66,2,195.55,0,Dormant / Low-Value
13798,1,55,32983.19,3,High-Value Customers
13799,117,2,688.86,0,Dormant / Low-Value
13800,310,1,558.32,0,Dormant / Low-Value
13801,67,1,324.8,0,Dormant / Low-Value
13802,139,3,4599.42,1,Regular Customers
13803,255,1,277.07,0,Dormant / Low-Value
13804,31,7,2588.39,1,Regular Customers
13805,52,2,924.5999999999999,1,Regular Customers
13806,64,1,256.38,0,Dormant / Low-Value
13808,6,5,1747.66,3,High-Value Customers
13819,302,3,1140.35,1,Regular Customers
13821,145,2,385.64,0,Dormant / Low-Value
13822,6,2,632.0,2,Recent / Developing
13823,19,2,957.66,2,Recent / Developing
13824,33,5,1698.94,1,Regular Customers
13826,176,1,189.5,0,Dormant / Low-Value
13827,58,3,409.8,1,Regular Customers
13828,22,1,209.49,2,Recent / Developing
13831,16,5,1790.4499999999998,1,Regular Customers
13832,19,1,52.2,2,Recent / Developing
13833,159,1,383.85,0,Dormant / Low-Value
13835,25,4,834.57,1,Regular Customers
13837,212,2,266.59000000000003,0,Dormant / Low-Value
13838,6,3,444.16,2,Recent / Developing
13841,253,1,85.0,0,Dormant / Low-Value
13842,59,8,3075.05,1,Regular Customers
13844,11,1,361.62,2,Recent / Developing
13845,65,1,312.98,0,Dormant / Low-Value
13846,25,2,453.66,2,Recent / Developing
13848,92,2,935.0,1,Regular Customers
13849,52,2,1537.95,1,Regular Customers
13850,129,1,1595.48,0,Dormant / Low-Value
13851,96,3,2651.46,1,Regular Customers
13853,57,1,1090.1399999999999,1,Regular Customers
13854,9,23,7500.08,3,High-Value Customers
13856,169,3,388.5,0,Dormant / Low-Value
13858,57,1,216.17000000000002,0,Dormant / Low-Value
13859,326,1,201.16,0,Dormant / Low-Value
13860,1,5,1245.9,3,High-Value Customers
13862,18,8,2209.36,3,High-Value Customers
13863,248,1,305.78,0,Dormant / Low-Value
13865,58,4,501.56,1,Regular Customers
13866,74,1,145.67,0,Dormant / Low-Value
13867,31,3,1005.09,1,Regular Customers
13868,7,2,3192.54,1,Regular Customers
13869,123,3,2760.03,1,Regular Customers
13870,2,8,2770.94,3,High-Value Customers
13871,23,13,6403.25,3,High-Value Customers
13873,120,3,389.6,0,Dormant / Low-Value
13875,54,5,1786.79,1,Regular Customers
13876,64,1,122.7,0,Dormant / Low-Value
13877,86,1,117.24,0,Dormant / Low-Value
13878,55,1,1271.57,1,Regular Customers
13880,21,12,3121.97,3,High-Value Customers
13881,3,20,17159.52,3,High-Value Customers
13882,3,5,1191.13,3,High-Value Customers
13883,11,5,2674.48,3,High-Value Customers
13884,7,5,787.6,2,Recent / Developing
13885,189,2,506.8,0,Dormant / Low-Value
13886,71,1,243.56,0,Dormant / Low-Value
13887,204,1,349.55,0,Dormant / Low-Value
13888,120,2,595.67,0,Dormant / Low-Value
13889,93,1,416.90000000000003,0,Dormant / Low-Value
13890,1,9,1693.46,3,High-Value Customers
13892,27,4,632.97,1,Regular Customers
13893,298,1,821.1,0,Dormant / Low-Value
13894,24,3,564.62,2,Recent / Developing
13895,28,4,2593.07,1,Regular Customers
13897,50,1,311.16,0,Dormant / Low-Value
13898,326,1,155.93,0,Dormant / Low-Value
13899,16,2,388.52,2,Recent / Developing
13900,183,3,740.95,1,Regular Customers
13901,72,5,2867.2000000000003,1,Regular Customers
13904,37,2,332.64,2,Recent / Developing
13908,80,4,2369.55,1,Regular Customers
13911,57,9,2580.91,1,Regular Customers
13914,12,2,626.45,2,Recent / Developing
13917,50,2,272.04,0,Dormant / Low-Value
13918,50,2,1212.8400000000001,1,Regular Customers
13923,54,1,351.13,0,Dormant / Low-Value
13924,2,6,1838.8500000000001,3,High-Value Customers
13925,93,4,678.25,1,Regular Customers
13926,23,1,223.85000000000002,2,Recent / Developing
13927,75,1,348.99,0,Dormant / Low-Value
13928,11,4,464.57,2,Recent / Developing
13929,169,2,842.65,0,Dormant / Low-Value
13930,58,2,337.34,0,Dormant / Low-Value
13931,96,2,1237.53,1,Regular Customers
13932,295,1,307.4,0,Dormant / Low-Value
13933,109,2,608.79,0,Dormant / Low-Value
13934,264,1,922.1,0,Dormant / Low-Value
13936,180,1,376.58,0,Dormant / Low-Value
13937,169,1,158.85,0,Dormant / Low-Value
13938,35,1,71.66,0,Dormant / Low-Value
13939,23,3,568.55,2,Recent / Developing
13940,17,4,839.14,1,Regular Customers
13941,22,4,4017.84,1,Regular Customers
13946,79,3,561.57,1,Regular Customers
13947,65,1,90.60000000000001,0,Dormant / Low-Value
13949,3,6,2427.32,3,High-Value Customers
13950,11,4,745.0600000000001,2,Recent / Developing
13951,176,3,674.45,0,Dormant / Low-Value
13952,218,2,3251.071,1,Regular Customers
13953,7,6,3015.68,3,High-Value Customers
13954,1,2,439.92,2,Recent / Developing
13955,154,2,322.96,0,Dormant / Low-Value
13956,5,5,1019.27,3,High-Value Customers
13959,79,2,379.3,0,Dormant / Low-Value
13960,21,2,230.22,2,Recent / Developing
13962,22,2,169.54999999999998,2,Recent / Developing
13963,308,3,513.24,0,Dormant / Low-Value
13967,146,1,80.7,0,Dormant / Low-Value
13969,7,17,8706.58,3,High-Value Customers
13971,19,8,2758.26,3,High-Value Customers
13972,71,2,190.25,0,Dormant / Low-Value
13973,287,1,264.7,0,Dormant / Low-Value
13974,49,1,413.59000000000003,0,Dormant / Low-Value
13975,31,6,2461.2400000000002,1,Regular Customers
13976,207,1,357.98,0,Dormant / Low-Value
13978,15,2,196.79,2,Recent / Developing
13979,73,1,869.87,0,Dormant / Low-Value
13980,60,1,200.14,0,Dormant / Low-Value
13982,39,3,1443.21,1,Regular Customers
13983,30,11,2274.07,3,High-Value Customers
13984,27,4,765.71,1,Regular Customers
13985,4,15,7060.13,3,High-Value Customers
13986,17,1,320.46,2,Recent / Developing
13988,20,6,4147.96,3,High-Value Customers
13989,66,2,1266.08,1,Regular Customers
13990,213,1,311.3,0,Dormant / Low-Value
13991,12,6,852.88,1,Regular Customers
13992,30,1,76.8,2,Recent / Developing
13993,43,9,3466.36,3,High-Value Customers
13994,4,6,2274.14,3,High-Value Customers
13995,15,5,1393.69,1,Regular Customers
13999,10,11,3599.71,3,High-Value Customers
14000,211,1,635.66,0,Dormant / Low-Value
14001,46,2,1741.8400000000001,1,Regular Customers
14002,134,2,529.73,0,Dormant / Low-Value
14004,43,7,4582.64,1,Regular Customers
14005,10,5,2874.72,3,High-Value Customers
14006,116,3,962.19,1,Regular Customers
14009,198,2,695.61,0,Dormant / Low-Value
14012,278,1,328.8,0,Dormant / Low-Value
14013,110,3,473.02,0,Dormant / Low-Value
14014,77,1,505.18,0,Dormant / Low-Value
14015,53,1,917.34,0,Dormant / Low-Value
14019,47,3,1421.6100000000001,1,Regular Customers
14020,17,2,642.8,2,Recent / Developing
14021,155,3,631.9,0,Dormant / Low-Value
14022,225,1,440.0,0,Dormant / Low-Value
14023,7,2,584.07,2,Recent / Developing
14024,122,2,327.7,0,Dormant / Low-Value
14027,61,1,104.82,0,Dormant / Low-Value
14029,63,2,467.66,0,Dormant / Low-Value
14030,18,6,1682.34,1,Regular Customers
14031,7,16,14717.91,3,High-Value Customers
14032,2,9,2356.17,3,High-Value Customers
14034,22,3,648.89,2,Recent / Developing
14035,29,5,1428.02,1,Regular Customers
14036,285,1,626.65,0,Dormant / Low-Value
14037,176,1,35.400000000000006,0,Dormant / Low-Value
14038,78,3,1560.38,1,Regular Customers
14039,33,1,152.2,2,Recent / Developing
14040,41,12,3560.32,3,High-Value Customers
14041,266,1,141.41,0,Dormant / Low-Value
14044,27,4,646.42,1,Regular Customers
14045,109,3,1333.35,1,Regular Customers
14046,284,1,154.99,0,Dormant / Low-Value
14047,9,4,1021.69,1,Regular Customers
14048,305,1,409.93,0,Dormant / Low-Value
14049,17,4,5578.72,1,Regular Customers
14050,32,2,746.36,2,Recent / Developing
14051,1,20,13782.23,3,High-Value Customers
14052,20,1,225.35999999999999,2,Recent / Developing
14053,124,2,260.25,0,Dormant / Low-Value
14054,65,1,92.46000000000001,0,Dormant / Low-Value
14055,106,1,725.6400000000001,0,Dormant / Low-Value
14056,1,23,8152.71,3,High-Value Customers
14057,24,15,5285.74,3,High-Value Customers
14059,267,1,183.6,0,Dormant / Low-Value
14060,5,16,5266.38,3,High-Value Customers
14062,10,9,9020.73,3,High-Value Customers
14064,29,5,1334.34,1,Regular Customers
14066,267,1,152.55,0,Dormant / Low-Value
14067,64,2,374.7,0,Dormant / Low-Value
14068,320,1,265.85,0,Dormant / Low-Value
14071,4,8,1437.57,3,High-Value Customers
14073,32,1,151.04,2,Recent / Developing
14075,5,3,942.26,2,Recent / Developing
14076,129,1,118.67,0,Dormant / Low-Value
14077,41,5,499.42,1,Regular Customers
14078,102,5,913.1299999999999,1,Regular Customers
14079,125,1,375.1,0,Dormant / Low-Value
14080,33,1,45.599999999999994,0,Dormant / Low-Value
14081,302,1,498.1,0,Dormant / Low-Value
14083,4,6,558.54,2,Recent / Developing
14085,2,15,3255.8,3,High-Value Customers
14087,3,1,191.47,2,Recent / Developing
14088,10,13,50491.81,3,High-Value Customers
14089,57,1,158.75,0,Dormant / Low-Value
14090,325,1,76.32000000000001,0,Dormant / Low-Value
14092,8,12,3475.1800000000003,3,High-Value Customers
14093,12,1,433.86,2,Recent / Developing
14096,4,17,65164.79,3,High-Value Customers
14098,37,1,147.35,2,Recent / Developing
14099,16,10,2720.65,3,High-Value Customers
14100,138,1,191.95,0,Dormant / Low-Value
14101,74,6,5976.79,1,Regular Customers
14102,5,5,1105.8799999999999,3,High-Value Customers
14104,154,2,216.21,0,Dormant / Low-Value
14105,239,1,1266.23,0,Dormant / Low-Value
14107,52,6,2339.9900000000002,1,Regular Customers
14108,31,2,597.91,2,Recent / Developing
14109,73,1,144.2,0,Dormant / Low-Value
14110,4,12,5683.15,3,High-Value Customers
14111,14,4,692.85,1,Regular Customers
14112,23,7,2915.15,3,High-Value Customers
14113,4,3,1406.92,2,Recent / Developing
14114,274,2,386.53,0,Dormant / Low-Value
14116,20,5,1382.74,1,Regular Customers
14117,144,1,90.0,0,Dormant / Low-Value
14121,4,4,2780.15,3,High-Value Customers
14124,84,1,419.58,0,Dormant / Low-Value
14125,11,3,2720.63,1,Regular Customers
14126,8,3,706.1300000000001,2,Recent / Developing
14127,123,3,709.71,1,Regular Customers
14128,61,2,637.5,1,Regular Customers
14129,2,5,1123.8600000000001,3,High-Value Customers
14130,319,1,480.91,0,Dormant / Low-Value
14132,2,11,3586.03,3,High-Value Customers
14133,130,3,605.64,1,Regular Customers
14135,2,11,3743.26,3,High-Value Customers
14138,2,2,965.88,2,Recent / Developing
14139,46,1,415.82,0,Dormant / Low-Value
14140,4,2,935.05,2,Recent / Developing
14141,3,4,915.13,2,Recent / Developing
14143,134,1,115.8,0,Dormant / Low-Value
14145,47,4,3742.2,1,Regular Customers
14146,9,4,2949.57,3,High-Value Customers
14147,78,2,483.4,0,Dormant / Low-Value
14148,234,1,157.2,0,Dormant / Low-Value
14149,221,1,446.62,0,Dormant / Low-Value
14150,36,1,352.46,2,Recent / Developing
14152,75,2,621.29,0,Dormant / Low-Value
14154,239,2,1345.62,1,Regular Customers
14155,266,1,118.75,0,Dormant / Low-Value
14157,20,2,424.89000000000004,2,Recent / Developing
14158,40,1,507.65999999999997,2,Recent / Developing
14159,20,10,4440.43,3,High-Value Customers
14161,216,2,814.47,0,Dormant / Low-Value
14162,174,2,289.36,0,Dormant / Low-Value
14163,87,4,2445.91,1,Regular Customers
14164,71,2,1631.77,1,Regular Customers
14165,276,1,120.44,0,Dormant / Low-Value
14167,39,4,562.59,1,Regular Customers
14171,98,1,363.79,0,Dormant / Low-Value
14173,11,4,450.84,2,Recent / Developing
14174,33,1,134.46,2,Recent / Developing
14175,60,3,3222.3,1,Regular Customers
14176,297,3,417.35,0,Dormant / Low-Value
14177,86,4,549.46,1,Regular Customers
14178,9,7,1600.26,3,High-Value Customers
14179,41,2,701.57,1,Regular Customers
14180,11,21,3852.27,3,High-Value Customers
14184,67,1,452.89,0,Dormant / Low-Value
14185,331,1,197.65,0,Dormant / Low-Value
14188,31,6,2054.36,1,Regular Customers
14189,2,14,4342.84,3,High-Value Customers
14191,2,13,4684.76,3,High-Value Customers
14193,68,2,853.39,1,Regular Customers
14194,5,21,11349.52,3,High-Value Customers
14195,202,2,1012.0,0,Dormant / Low-Value
14196,107,1,335.52,0,Dormant / Low-Value
14198,18,4,701.4,1,Regular Customers
14199,218,1,185.39999999999998,0,Dormant / Low-Value
14201,60,6,680.2,1,Regular Customers
14204,2,1,150.61,2,Recent / Developing
14205,17,2,466.7,2,Recent / Developing
14206,239,1,328.15999999999997,0,Dormant / Low-Value
14208,95,1,151.74,0,Dormant / Low-Value
14209,11,6,2073.43,3,High-Value Customers
14210,106,5,1600.89,1,Regular Customers
14211,53,9,2241.1,1,Regular Customers
14212,90,1,1070.48,0,Dormant / Low-Value
14214,31,5,1004.38,1,Regular Customers
14215,12,5,1623.72,1,Regular Customers
14216,3,4,1839.3,3,High-Value Customers
14217,2,16,1886.68,3,High-Value Customers
14218,43,1,169.48000000000002,0,Dormant / Low-Value
14219,4,1,89.94,2,Recent / Developing
14220,247,1,319.42,0,Dormant / Low-Value
14221,42,9,3432.8,3,High-Value Customers
14222,177,1,683.17,0,Dormant / Low-Value
14223,92,3,991.13,1,Regular Customers
14224,110,4,1009.73,1,Regular Customers
14226,29,5,2214.79,1,Regular Customers
14227,26,10,3350.96,3,High-Value Customers
14229,52,3,1547.2,1,Regular Customers
14231,184,3,925.71,1,Regular Customers
14232,43,5,2048.07,1,Regular Customers
14233,49,4,1462.72,1,Regular Customers
14234,22,4,754.12,1,Regular Customers
14235,75,5,3144.86,1,Regular Customers
14236,81,1,301.56,0,Dormant / Low-Value
14238,326,1,146.85,0,Dormant / Low-Value
14239,43,11,2380.85,3,High-Value Customers
14240,30,2,890.34,1,Regular Customers
14241,184,1,213.70000000000002,0,Dormant / Low-Value
14242,235,2,280.55,0,Dormant / Low-Value
14243,9,8,2116.77,3,High-Value Customers
14245,220,2,1693.45,1,Regular Customers
14246,111,3,1474.06,1,Regular Customers
14247,278,1,136.77,0,Dormant / Low-Value
14248,318,1,302.58,0,Dormant / Low-Value
14250,7,3,1904.05,1,Regular Customers
14251,2,5,2879.7000000000003,3,High-Value Customers
14256,260,1,445.20000000000005,0,Dormant / Low-Value
14257,64,5,3099.7200000000003,1,Regular Customers
14258,9,9,12669.98,3,High-Value Customers
14259,142,1,120.0,0,Dormant / Low-Value
14261,51,2,1163.45,1,Regular Customers
14262,8,8,2618.23,3,High-Value Customers
14264,155,2,333.97,0,Dormant / Low-Value
14267,163,3,1516.24,1,Regular Customers
14270,332,1,492.65000000000003,0,Dormant / Low-Value
14271,226,1,112.32000000000001,0,Dormant / Low-Value
14272,74,2,437.96,0,Dormant / Low-Value
14273,51,4,559.97,1,Regular Customers
14276,99,3,1119.74,1,Regular Customers
14280,197,1,134.04,0,Dormant / Low-Value
14282,3,14,3130.44,3,High-Value Customers
14284,31,2,595.25,2,Recent / Developing
14285,21,4,1910.01,1,Regular Customers
14286,24,3,4628.75,1,Regular Customers
14287,8,3,176.63,2,Recent / Developing
14288,213,1,426.6,0,Dormant / Low-Value
14289,9,6,911.26,1,Regular Customers
14290,11,4,1537.09,1,Regular Customers
14291,2,11,3883.25,3,High-Value Customers
14292,8,9,4871.93,3,High-Value Customers
14293,3,3,681.64,2,Recent / Developing
14295,40,1,166.20000000000002,0,Dormant / Low-Value
14297,18,4,1305.33,1,Regular Customers
14298,8,39,46837.84,3,High-Value Customers
14299,8,8,3536.38,3,High-Value Customers
14300,19,1,43.2,2,Recent / Developing
14301,117,1,640.14,0,Dormant / Low-Value
14304,223,1,383.45,0,Dormant / Low-Value
14305,71,3,1858.96,1,Regular Customers
14306,51,2,2093.32,1,Regular Customers
14307,89,5,2212.61,1,Regular Customers
14309,8,8,2204.78,3,High-Value Customers
14311,243,1,310.26,0,Dormant / Low-Value
14312,47,6,1611.5900000000001,1,Regular Customers
14314,107,1,120.0,0,Dormant / Low-Value
14315,45,6,2481.13,1,Regular Customers
14317,65,1,508.58,0,Dormant / Low-Value
14320,207,2,477.79,0,Dormant / Low-Value
14321,11,5,1530.75,1,Regular Customers
14323,115,2,605.0600000000001,0,Dormant / Low-Value
14326,242,1,183.85,0,Dormant / Low-Value
14327,163,1,311.65000000000003,0,Dormant / Low-Value
14329,17,7,4975.24,3,High-Value Customers
14331,124,2,462.66,0,Dormant / Low-Value
14332,23,3,840.21,1,Regular Customers
14333,68,1,415.2,0,Dormant / Low-Value
14334,17,7,2232.06,3,High-Value Customers
14336,17,4,1614.91,1,Regular Customers
14338,161,2,588.22,0,Dormant / Low-Value
14339,243,1,309.52000000000004,0,Dormant / Low-Value
14340,219,1,134.7,0,Dormant / Low-Value
14341,45,8,2166.98,1,Regular Customers
14342,21,4,668.5600000000001,1,Regular Customers
14344,127,5,534.28,1,Regular Customers
14345,39,1,108.98,0,Dormant / Low-Value
14346,121,2,1021.58,1,Regular Customers
14348,260,1,409.57,0,Dormant / Low-Value
14349,10,1,133.5,2,Recent / Developing
14350,274,1,282.93,0,Dormant / Low-Value
14351,165,1,51.0,0,Dormant / Low-Value
14352,157,4,1078.96,1,Regular Customers
14353,215,1,90.6,0,Dormant / Low-Value
14354,6,2,163.62,2,Recent / Developing
14356,80,2,701.23,1,Regular Customers
14357,43,1,225.12,0,Dormant / Low-Value
14359,19,3,912.1800000000001,1,Regular Customers
14360,32,4,2118.03,1,Regular Customers
14362,22,1,151.5,2,Recent / Developing
14364,109,8,3717.35,1,Regular Customers
14367,8,16,9227.82,3,High-Value Customers
14368,320,1,155.0,0,Dormant / Low-Value
14371,295,1,100.5,0,Dormant / Low-Value
14375,185,1,235.56,0,Dormant / Low-Value
14377,191,2,617.05,0,Dormant / Low-Value
14379,44,2,348.1,2,Recent / Developing
14381,52,1,202.68,0,Dormant / Low-Value
14382,26,1,615.49,2,Recent / Developing
14383,38,3,1247.69,1,Regular Customers
14385,9,3,202.10999999999999,2,Recent / Developing
14386,297,1,142.4,0,Dormant / Low-Value
14387,33,3,1727.6,1,Regular Customers
14388,10,7,2900.04,3,High-Value Customers
14389,65,2,1043.46,1,Regular Customers
14390,10,8,4418.87,3,High-Value Customers
14393,218,1,67.95,0,Dormant / Low-Value
14395,2,8,3171.23,3,High-Value Customers
14396,65,1,377.64,0,Dormant / Low-Value
14397,3,19,2612.96,3,High-Value Customers
14400,149,1,574.7,0,Dormant / Low-Value
14401,4,12,3804.1,3,High-Value Customers
14403,130,4,1475.81,1,Regular Customers
14404,34,5,1320.09,1,Regular Customers
14406,119,1,156.75,0,Dormant / Low-Value
14407,107,6,2157.73,1,Regular Customers
14408,11,7,2599.03,3,High-Value Customers
14409,71,4,1730.65,1,Regular Customers
14410,92,9,1100.27,1,Regular Customers
14411,311,1,1063.0,0,Dormant / Low-Value
14412,43,2,770.03,1,Regular Customers
14414,92,6,1279.78,1,Regular Customers
14415,1,12,5002.89,3,High-Value Customers
14416,22,2,490.22,2,Recent / Developing
14418,4,3,1937.25,3,High-Value Customers
14419,11,5,927.69,1,Regular Customers
14420,99,1,387.52,0,Dormant / Low-Value
14421,57,2,813.11,1,Regular Customers
14422,1,6,4263.64,3,High-Value Customers
14423,218,1,265.2,0,Dormant / Low-Value
14424,18,1,322.08,2,Recent / Developing
14426,24,10,4481.67,3,High-Value Customers
14427,50,2,363.34000000000003,2,Recent / Developing
14428,7,5,1224.06,3,High-Value Customers
14431,303,1,470.36,0,Dormant / Low-Value
14432,10,6,2248.5,3,High-Value Customers
14434,22,6,1372.8,1,Regular Customers
14436,99,1,89.06,0,Dormant / Low-Value
14438,306,1,131.9,0,Dormant / Low-Value
14440,8,4,1700.98,1,Regular Customers
14441,1,4,1712.89,3,High-Value Customers
14443,54,3,1116.7,1,Regular Customers
14446,1,4,1010.35,3,High-Value Customers
14447,19,5,1163.23,1,Regular Customers
14448,9,1,273.0,2,Recent / Developing
14449,19,3,675.56,2,Recent / Developing
14450,181,3,483.25,0,Dormant / Low-Value
14451,60,2,643.9,1,Regular Customers
14452,11,2,259.05,2,Recent / Developing
14453,190,1,119.93,0,Dormant / Low-Value
14456,5,9,3017.28,3,High-Value Customers
14457,311,1,113.64,0,Dormant / Low-Value
14459,155,1,1837.92,0,Dormant / Low-Value
14460,110,3,434.34,0,Dormant / Low-Value
14461,148,3,2103.06,1,Regular Customers
14462,66,11,1980.57,1,Regular Customers
14463,98,3,529.62,1,Regular Customers
14465,247,3,1038.44,1,Regular Customers
14466,29,6,1892.65,1,Regular Customers
14467,18,4,596.26,1,Regular Customers
14470,12,2,461.19,2,Recent / Developing
14472,104,7,1606.29,1,Regular Customers
14473,74,2,234.34,0,Dormant / Low-Value
14474,46,1,547.66,2,Recent / Developing
14475,72,3,925.85,1,Regular Customers
14476,257,1,193.0,0,Dormant / Low-Value
14477,20,4,1309.6,1,Regular Customers
14479,254,1,141.85,0,Dormant / Low-Value
14480,11,1,279.05,2,Recent / Developing
14481,165,2,636.51,0,Dormant / Low-Value
14482,18,6,2022.81,1,Regular Customers
14483,282,1,137.1,0,Dormant / Low-Value
14484,50,1,321.92,0,Dormant / Low-Value
14485,39,1,162.8,0,Dormant / Low-Value
14487,27,5,1040.38,1,Regular Customers
14488,68,1,1064.28,0,Dormant / Low-Value
14489,207,1,463.38,0,Dormant / Low-Value
14491,175,1,213.73,0,Dormant / Low-Value
14493,7,5,2383.2400000000002,3,High-Value Customers
14494,26,1,139.56,2,Recent / Developing
14495,51,2,123.80000000000001,0,Dormant / Low-Value
14496,312,1,234.47,0,Dormant / Low-Value
14497,309,1,475.37,0,Dormant / Low-Value
14498,43,4,1791.1,1,Regular Customers
14499,26,3,808.44,1,Regular Customers
14500,88,3,356.85,0,Dormant / Low-Value
14501,184,2,251.21,0,Dormant / Low-Value
14502,20,11,2429.83,3,High-Value Customers
14503,3,6,3543.26,3,High-Value Customers
14504,47,4,673.26,1,Regular Customers
14505,17,7,4820.83,3,High-Value Customers
14506,17,4,1703.65,1,Regular Customers
14507,24,6,1367.88,1,Regular Customers
14508,22,2,268.05,2,Recent / Developing
14511,11,5,1314.81,1,Regular Customers
14512,188,2,275.28,0,Dormant / Low-Value
14513,101,3,455.59000000000003,0,Dormant / Low-Value
14514,61,3,990.2,1,Regular Customers
14515,18,6,2076.89,1,Regular Customers
14517,33,2,330.45,2,Recent / Developing
14518,64,1,174.37,0,Dormant / Low-Value
14520,2,2,270.6,2,Recent / Developing
14522,24,4,974.54,1,Regular Customers
14523,108,1,241.09,0,Dormant / Low-Value
14524,32,8,1568.38,1,Regular Customers
14525,20,8,3753.6,3,High-Value Customers
14527,3,51,7581.64,3,High-Value Customers
14528,37,1,364.21999999999997,2,Recent / Developing
14529,60,3,578.61,1,Regular Customers
14530,26,6,2862.11,1,Regular Customers
14532,236,3,710.25,0,Dormant / Low-Value
14533,25,6,1516.22,1,Regular Customers
14534,3,18,4397.3,3,High-Value Customers
14535,60,3,2854.84,1,Regular Customers
14536,260,1,170.95,0,Dormant / Low-Value
14537,58,1,355.56,0,Dormant / Low-Value
14538,65,2,388.25,0,Dormant / Low-Value
14539,16,2,537.48,2,Recent / Developing
14540,10,3,952.66,2,Recent / Developing
14541,59,8,1453.35,1,Regular Customers
14542,186,1,103.25,0,Dormant / Low-Value
14543,29,15,3345.33,3,High-Value Customers
14544,24,1,902.53,2,Recent / Developing
14546,5,5,2573.93,3,High-Value Customers
14547,4,8,3974.75,3,High-Value Customers
14548,151,2,652.8,0,Dormant / Low-Value
14549,311,1,289.24,0,Dormant / Low-Value
14550,11,2,757.37,2,Recent / Developing
14551,18,2,186.23,2,Recent / Developing
14552,152,1,164.22,0,Dormant / Low-Value
14553,19,5,859.27,1,Regular Customers
14554,10,4,2279.4900000000002,1,Regular Customers
14555,57,2,312.54,0,Dormant / Low-Value
14557,85,1,788.38,0,Dormant / Low-Value
14560,7,21,1829.6,3,High-Value Customers
14561,76,3,1080.76,1,Regular Customers
14562,4,18,5006.77,3,High-Value Customers
14565,96,3,1931.71,1,Regular Customers
14567,57,2,1530.3600000000001,1,Regular Customers
14569,1,1,227.39,2,Recent / Developing
14570,281,2,218.06,0,Dormant / Low-Value
14572,3,7,2804.54,3,High-Value Customers
14573,180,8,1237.82,1,Regular Customers
14577,13,3,512.8100000000001,2,Recent / Developing
14578,3,1,168.63,2,Recent / Developing
14581,17,1,138.6,2,Recent / Developing
14582,41,1,114.11,0,Dormant / Low-Value
14583,6,5,986.96,3,High-Value Customers
14584,169,4,1033.06,1,Regular Customers
14585,50,1,157.05,0,Dormant / Low-Value
14586,277,1,237.35999999999999,0,Dormant / Low-Value
14587,19,9,1580.29,3,High-Value Customers
14591,15,4,1320.21,1,Regular Customers
14592,35,3,557.94,1,Regular Customers
